02.11.2022,10:53:05,837.8,107.6,109.7,69.6
02.11.2022,10:53:05,872.9,108.8,113.1,69.7
02.11.2022,10:53:05,863.6,108.1,114.6,69.8
02.11.2022,10:57:27,756.2,110.3,116.8,69.9
02.11.2022,10:57:27,751.6,111.4,120.4,70.2
02.11.2022,10:57:27,806.1,110.1,121.8,70.4
02.11.2022,10:57:27,801.1,112.1,118.5,70.8
02.11.2022,10:57:27,810.2,112.8,119.9,71.0
02.11.2022,10:57:27,832.9,111.7,121.3,71.4
02.11.2022,11:01:49,827.6,113.8,122.3,71.8
02.11.2022,11:01:49,801.2,114.2,122.4,72.2
02.11.2022,11:01:49,763.7,117.1,123.1,72.5
02.11.2022,11:01:49,744.7,117.0,124.2,73.2
02.11.2022,11:01:49,793.6,117.2,125.0,73.7
02.11.2022,11:01:49,848.7,116.9,125.6,74.3
02.11.2022,11:10:33,834.4,116.4,125.7,74.7
02.11.2022,11:10:33,865.8,115.7,126.0,74.8
02.11.2022,11:10:33,840.6,117.3,126.5,75.1
02.11.2022,11:10:33,859.4,117.7,127.7,75.4
02.11.2022,11:10:33,792.9,115.9,128.7,75.7
02.11.2022,11:14:56,785.1,117.3,128.7,75.8
02.11.2022,11:14:56,773.4,118.4,129.3,76.0
02.11.2022,11:14:56,756.3,120.9,128.8,76.1
02.11.2022,11:14:56,752.7,121.5,129.1,76.3
02.11.2022,11:14:56,752.5,121.1,129.7,76.5
02.11.2022,11:14:56,777.8,122.5,130.7,76.8
02.11.2022,11:19:18,840.1,120.2,132.3,77.0
02.11.2022,11:19:18,805.8,123.3,132.0,77.1
02.11.2022,11:19:18,775.0,124.3,132.0,77.1
02.11.2022,11:19:18,772.7,126.5,132.0,77.1
02.11.2022,11:19:18,787.9,126.6,132.9,77.1
02.11.2022,11:28:02,782.3,127.6,133.6,77.1
02.11.2022,11:28:02,825.1,127.3,134.3,77.1
02.11.2022,11:28:02,823.2,127.3,134.7,77.1
02.11.2022,11:28:02,823.9,128.2,135.7,77.0
02.11.2022,11:28:02,815.3,128.7,136.1,76.9
02.11.2022,11:28:02,878.2,125.7,138.1,76.9
02.11.2022,11:32:24,931.7,123.2,138.6,76.6
02.11.2022,11:32:24,986.3,116.8,136.2,76.2
02.11.2022,11:32:24,1007.4,114.5,134.9,76.0
02.11.2022,11:32:24,926.5,121.4,133.1,75.9
02.11.2022,11:32:24,973.9,118.4,135.3,75.8
02.11.2022,11:32:24,976.9,119.2,135.9,75.6
02.11.2022,11:36:46,977.3,116.4,135.5,75.4
02.11.2022,11:36:46,968.3,117.6,134.2,75.1
02.11.2022,11:36:46,1019.7,115.2,134.7,74.9
02.11.2022,11:36:46,1022.9,115.3,133.7,74.6
02.11.2022,11:36:46,1019.3,113.5,132.2,74.2
02.11.2022,11:41:08,1006.2,118.9,131.5,74.1
02.11.2022,11:41:08,1038.6,118.4,133.8,73.9
02.11.2022,11:41:08,997.1,113.5,132.6,73.5
02.11.2022,11:41:08,988.8,114.6,130.9,73.2
02.11.2022,11:41:08,1024.4,119.6,130.3,73.1
02.11.2022,11:41:08,960.9,120.5,131.7,72.8
02.11.2022,11:49:53,1004.8,122.9,132.1,72.6
02.11.2022,11:49:53,1002.7,120.9,131.2,72.2
02.11.2022,11:49:53,981.7,124.2,131.6,71.9
02.11.2022,11:49:53,980.7,120.2,131.1,71.7
02.11.2022,11:49:53,998.7,121.7,130.8,71.4
02.11.2022,11:49:53,997.9,119.8,129.2,71.1
02.11.2022,11:54:15,958.8,126.9,130.6,70.8
02.11.2022,11:54:15,979.2,130.1,132.1,70.7
02.11.2022,11:54:15,971.9,127.1,133.8,70.4
02.11.2022,11:54:15,955.3,127.9,132.6,70.3
02.11.2022,11:54:15,957.4,130.8,133.5,70.1
02.11.2022,11:58:37,986.8,133.8,134.5,69.9
02.11.2022,11:58:37,917.6,132.4,134.6,69.8
02.11.2022,11:58:37,987.9,133.3,135.2,69.7
02.11.2022,11:58:37,970.4,126.7,133.9,69.3
02.11.2022,11:58:37,970.2,124.1,133.9,68.9
02.11.2022,11:58:37,980.8,127.5,132.7,68.8
02.11.2022,12:07:21,986.6,128.6,132.7,68.8
02.11.2022,12:07:21,967.3,126.3,133.9,68.7
02.11.2022,12:07:21,960.8,130.5,132.6,68.6
02.11.2022,12:07:21,949.7,131.6,134.8,68.5
02.11.2022,12:07:21,882.1,124.9,132.3,68.2
02.11.2022,12:11:44,832.3,125.3,130.6,68.1
02.11.2022,12:11:44,822.6,127.3,130.7,68.0
02.11.2022,12:11:44,842.6,132.8,130.7,68.0
02.11.2022,12:11:44,834.0,135.7,133.2,67.8
02.11.2022,12:11:44,823.8,132.6,134.8,67.7
02.11.2022,12:11:44,778.6,135.8,134.8,67.7
02.11.2022,12:16:06,742.6,130.9,133.7,67.6
02.11.2022,12:16:06,765.1,138.7,133.3,67.4
02.11.2022,12:16:06,759.2,138.5,135.4,67.3
02.11.2022,12:16:06,680.7,134.5,137.2,67.2
