,0
2022-11-02 06:00:00,26.766666666666666
2022-11-02 06:05:00,184.5716666666667
2022-11-02 06:10:00,209.66666666666666
2022-11-02 06:15:00,209.66666666666666
2022-11-02 06:20:00,251.24
2022-11-02 06:25:00,332.4916666666667
2022-11-02 06:30:00,447.33000000000004
2022-11-02 06:35:00,447.33000000000004
2022-11-02 06:40:00,441.80833333333334
2022-11-02 06:45:00,436.49500000000006
2022-11-02 06:50:00,436.49500000000006
2022-11-02 06:55:00,421.74
2022-11-02 07:00:00,420.8166666666666
2022-11-02 07:05:00,270.93
2022-11-02 07:10:00,240.45
2022-11-02 07:15:00,410.85333333333335
2022-11-02 07:20:00,452.1883333333334
2022-11-02 07:25:00,495.3083333333334
2022-11-02 07:30:00,495.3083333333334
2022-11-02 07:35:00,535.2716666666666
2022-11-02 07:40:00,539.3000000000001
2022-11-02 07:45:00,603.3333333333334
2022-11-02 07:50:00,635.1700000000001
2022-11-02 07:55:00,671.4000000000001
2022-11-02 08:00:00,704.0833333333333
2022-11-02 08:05:00,744.73
2022-11-02 08:10:00,744.73
2022-11-02 08:15:00,744.265
2022-11-02 08:20:00,719.05
2022-11-02 08:25:00,764.4166666666666
2022-11-02 08:30:00,764.4166666666666
2022-11-02 08:35:00,758.83
2022-11-02 08:40:00,764.325
2022-11-02 08:45:00,803.48
2022-11-02 08:50:00,803.48
2022-11-02 08:55:00,821.0500000000001
2022-11-02 09:00:00,787.5
2022-11-02 09:05:00,746.7249999999999
2022-11-02 09:10:00,746.7249999999999
2022-11-02 09:15:00,754.6833333333334
2022-11-02 09:20:00,753.59
2022-11-02 09:25:00,751.9
2022-11-02 09:30:00,751.9
2022-11-02 09:35:00,791.275
2022-11-02 09:40:00,784.1333333333333
2022-11-02 09:45:00,796.8699999999999
2022-11-02 09:50:00,796.8699999999999
2022-11-02 09:55:00,822.0833333333333
2022-11-02 10:00:00,817.1166666666667
2022-11-02 10:05:00,810.76
2022-11-02 10:10:00,816.8833333333334
2022-11-02 10:15:00,823.55
2022-11-02 10:20:00,837.5749999999999
2022-11-02 10:25:00,878.6666666666667
2022-11-02 10:30:00,878.6666666666667
2022-11-02 10:35:00,883.55
2022-11-02 10:40:00,877.9333333333334
2022-11-02 10:45:00,877.9333333333334
2022-11-02 10:50:00,879.3071428571429
2022-11-02 10:55:00,820.7142857142858
2022-11-02 11:00:00,779.5500000000001
2022-11-02 11:05:00,810.6400000000001
2022-11-02 11:10:00,810.6400000000001
2022-11-02 11:15:00,782.3499999999999
2022-11-02 11:20:00,797.5583333333333
2022-11-02 11:25:00,797.5583333333333
2022-11-02 11:30:00,922.5416666666666
2022-11-02 11:35:00,951.0899999999999
2022-11-02 11:40:00,945.6416666666667
2022-11-02 11:45:00,938.3916666666667
2022-11-02 11:50:00,907.76
2022-11-02 11:55:00,902.7416666666666
2022-11-02 12:00:00,890.5899999999999
2022-11-02 12:05:00,890.5899999999999
2022-11-02 12:10:00,822.2
2022-11-02 12:15:00,771.7083333333333
2022-11-02 12:20:00,776.6700000000001
2022-11-02 12:25:00,852.6166666666666
2022-11-02 12:30:00,850.2166666666667
2022-11-02 12:35:00,874.1800000000001
2022-11-02 12:40:00,902.0333333333333
2022-11-02 12:45:00,902.0333333333333
2022-11-02 12:50:00,957.1300000000001
2022-11-02 12:55:00,987.625
2022-11-02 13:00:00,992.21
2022-11-02 13:05:00,992.21
2022-11-02 13:10:00,953.9
2022-11-02 13:15:00,999.6833333333332
2022-11-02 13:20:00,994.6400000000001
2022-11-02 13:25:00,994.6400000000001
2022-11-02 13:30:00,999.5666666666666
2022-11-02 13:35:00,1030.4666666666667
2022-11-02 13:40:00,990.6833333333334
2022-11-02 13:45:00,990.6833333333334
2022-11-02 13:50:00,964.6600000000001
2022-11-02 13:55:00,923.8916666666668
2022-11-02 14:00:00,942.2333333333333
2022-11-02 14:05:00,942.2333333333333
2022-11-02 14:10:00,876.6583333333334
2022-11-02 14:15:00,940.03
2022-11-02 14:20:00,940.03
2022-11-02 14:25:00,906.0250000000001
2022-11-02 14:30:00,868.1666666666667
2022-11-02 14:35:00,855.5699999999999
2022-11-02 14:40:00,857.6083333333332
2022-11-02 14:45:00,871.4000000000001
2022-11-02 14:50:00,898.3499999999999
2022-11-02 14:55:00,927.7416666666667
2022-11-02 15:00:00,927.7416666666667
2022-11-02 15:05:00,920.44
2022-11-02 15:10:00,891.5333333333333
2022-11-02 15:15:00,929.5583333333334
2022-11-02 15:20:00,966.15
2022-11-02 15:25:00,964.8333333333333
2022-11-02 15:30:00,971.925
2022-11-02 15:35:00,965.3899999999999
2022-11-02 15:40:00,965.3899999999999
2022-11-02 15:45:00,975.9749999999999
2022-11-02 15:50:00,961.01
2022-11-02 15:55:00,959.3666666666666
2022-11-02 16:00:00,959.3666666666666
2022-11-02 16:05:00,935.38
2022-11-02 16:10:00,977.7083333333333
2022-11-02 16:15:00,990.3666666666667
2022-11-02 16:20:00,990.3666666666667
2022-11-02 16:25:00,972.43
2022-11-02 16:30:00,948.3399999999999
2022-11-02 16:35:00,923.3916666666667
2022-11-02 16:40:00,923.3916666666667
2022-11-02 16:45:00,922.1916666666667
2022-11-02 16:50:00,889.26
2022-11-02 16:55:00,902.45
2022-11-02 17:00:00,902.45
2022-11-02 17:05:00,952.8299999999999
2022-11-02 17:10:00,943.1500000000001
2022-11-02 17:15:00,973.96
2022-11-02 17:20:00,973.96
2022-11-02 17:25:00,980.0750000000002
2022-11-02 17:30:00,985.4583333333333
2022-11-02 17:35:00,977.34
2022-11-02 17:40:00,952.4666666666667
2022-11-02 17:45:00,946.3833333333332
2022-11-02 17:50:00,944.4300000000001
2022-11-02 17:55:00,933.45
2022-11-02 18:00:00,933.45
2022-11-02 18:05:00,926.1300000000001
2022-11-02 18:10:00,907.4583333333333
2022-11-02 18:15:00,907.4583333333333
2022-11-02 18:20:00,900.22
2022-11-02 18:25:00,884.3000000000002
2022-11-02 18:30:00,875.3166666666667
2022-11-02 18:35:00,871.1400000000001
2022-11-02 18:40:00,871.1400000000001
2022-11-02 18:45:00,853.89
2022-11-02 18:50:00,853.7
2022-11-02 18:55:00,853.7
2022-11-02 19:00:00,836.2166666666666
2022-11-02 19:05:00,832.01
2022-11-02 19:10:00,809.8666666666667
2022-11-02 19:15:00,792.0416666666667
2022-11-02 19:20:00,789.6400000000001
2022-11-02 19:25:00,780.9916666666667
2022-11-02 19:30:00,778.5699999999999
2022-11-02 19:35:00,778.5699999999999
2022-11-02 19:40:00,771.1583333333334
2022-11-02 19:45:00,759.15
2022-11-02 19:50:00,749.4
2022-11-02 19:55:00,735.1583333333333
2022-11-02 20:00:00,721.9666666666666
2022-11-02 20:05:00,708.8499999999999
2022-11-02 20:10:00,696.3083333333334
2022-11-02 20:15:00,696.3083333333334
2022-11-02 20:20:00,681.3399999999999
2022-11-02 20:25:00,665.8583333333333
2022-11-02 20:30:00,645.03
2022-11-02 20:35:00,645.03
2022-11-02 20:40:00,634.2333333333333
2022-11-02 20:45:00,621.1999999999999
2022-11-02 20:50:00,612.91
2022-11-02 20:55:00,612.91
2022-11-02 21:00:00,589.2416666666666
2022-11-02 21:05:00,573.9083333333333
2022-11-02 21:10:00,561.2083333333333
2022-11-02 21:15:00,561.2083333333333
2022-11-02 21:20:00,549.54
2022-11-02 21:25:00,542.875
2022-11-02 21:30:00,532.975
2022-11-02 21:35:00,532.975
2022-11-02 21:40:00,512.2333333333333
2022-11-02 21:45:00,502.82
2022-11-02 21:50:00,493.05833333333334
2022-11-02 21:55:00,493.05833333333334
2022-11-02 22:00:00,484.40000000000003
2022-11-02 22:05:00,475.14
2022-11-02 22:10:00,469.45833333333337
2022-11-02 22:15:00,463.1166666666667
2022-11-02 22:20:00,455.72
2022-11-02 22:25:00,448.96666666666664
2022-11-02 22:30:00,448.96666666666664
2022-11-02 22:35:00,440.65
2022-11-02 22:40:00,433.95000000000005
2022-11-02 22:45:00,426.1916666666666
2022-11-02 22:50:00,417.67
2022-11-02 22:55:00,411.80833333333334
2022-11-02 23:00:00,405.225
2022-11-02 23:05:00,397.7099999999999
2022-11-02 23:10:00,397.7099999999999
2022-11-02 23:15:00,391.03333333333336
2022-11-02 23:20:00,383.08
2022-11-02 23:25:00,370.43333333333334
2022-11-02 23:30:00,370.43333333333334
2022-11-02 23:35:00,365.69000000000005
2022-11-02 23:40:00,358.95833333333337
2022-11-02 23:45:00,352.75
2022-11-02 23:50:00,352.75
2022-11-02 23:55:00,347.82000000000005
2022-11-03 00:00:00,337.12
2022-11-03 00:05:00,331.17499999999995
2022-11-03 00:10:00,331.17499999999995
2022-11-03 00:15:00,326.6583333333333
2022-11-03 00:20:00,318.82
2022-11-03 00:25:00,316.14166666666665
2022-11-03 00:30:00,316.14166666666665
2022-11-03 00:35:00,306.78999999999996
2022-11-03 00:40:00,301.21666666666664
2022-11-03 00:45:00,296.24
2022-11-03 00:50:00,296.24
2022-11-03 00:55:00,292.42499999999995
2022-11-03 01:00:00,287.48333333333335
2022-11-03 01:05:00,285.23
2022-11-03 01:10:00,280.1
2022-11-03 01:15:00,275.15
2022-11-03 01:20:00,271.42999999999995
2022-11-03 01:25:00,264.96666666666664
2022-11-03 01:30:00,264.96666666666664
2022-11-03 01:35:00,261.99
2022-11-03 01:40:00,260.275
2022-11-03 01:45:00,254.725
2022-11-03 01:50:00,253.82000000000002
2022-11-03 01:55:00,250.9
2022-11-03 02:00:00,246.86666666666667
2022-11-03 02:05:00,242.14999999999998
2022-11-03 02:10:00,242.14999999999998
2022-11-03 02:15:00,236.66000000000003
2022-11-03 02:20:00,233.86666666666667
2022-11-03 02:25:00,233.86666666666667
2022-11-03 02:30:00,230.8
2022-11-03 02:35:00,227.88
2022-11-03 02:40:00,223.7
2022-11-03 02:45:00,221.08333333333334
2022-11-03 02:50:00,219.75
2022-11-03 02:55:00,217.59999999999997
2022-11-03 03:00:00,215.34
2022-11-03 03:05:00,215.34
2022-11-03 03:10:00,212.12499999999997
2022-11-03 03:15:00,209.8
2022-11-03 03:20:00,208.16
2022-11-03 03:25:00,205.52499999999998
2022-11-03 03:30:00,204.24166666666667
2022-11-03 03:35:00,201.71
2022-11-03 03:40:00,199.74166666666667
2022-11-03 03:45:00,199.74166666666667
2022-11-03 03:50:00,196.52000000000004
2022-11-03 03:55:00,195.9666666666667
2022-11-03 04:00:00,191.55
2022-11-03 04:05:00,191.55
2022-11-03 04:10:00,189.00833333333333
2022-11-03 04:15:00,186.95833333333334
2022-11-03 04:20:00,183.49
2022-11-03 04:25:00,183.49
2022-11-03 04:30:00,181.55
2022-11-03 04:35:00,177.19166666666666
2022-11-03 04:40:00,176.00833333333333
2022-11-03 04:45:00,176.00833333333333
2022-11-03 04:50:00,175.06
2022-11-03 04:55:00,172.63333333333333
