,0
2022-11-02 06:00:00,26.726666666666667
2022-11-02 06:05:00,90.34066666666668
2022-11-02 06:10:00,102.44000000000001
2022-11-02 06:15:00,102.44000000000001
2022-11-02 06:20:00,124.904
2022-11-02 06:25:00,163.79666666666668
2022-11-02 06:30:00,216.92533333333336
2022-11-02 06:35:00,216.92533333333336
2022-11-02 06:40:00,215.8
2022-11-02 06:45:00,213.10133333333337
2022-11-02 06:50:00,213.10133333333337
2022-11-02 06:55:00,208.936
2022-11-02 07:00:00,212.4333333333333
2022-11-02 07:05:00,154.02
2022-11-02 07:10:00,145.84666666666664
2022-11-02 07:15:00,214.51800000000003
2022-11-02 07:20:00,232.0993333333334
2022-11-02 07:25:00,251.1566666666667
2022-11-02 07:30:00,251.1566666666667
2022-11-02 07:35:00,276.13199999999995
2022-11-02 07:40:00,283.584
2022-11-02 07:45:00,311.86
2022-11-02 07:50:00,328.64400000000006
2022-11-02 07:55:00,345.6166666666667
2022-11-02 08:00:00,364.76
2022-11-02 08:05:00,383.40200000000004
2022-11-02 08:10:00,383.40200000000004
2022-11-02 08:15:00,383.884
2022-11-02 08:20:00,380.06
2022-11-02 08:25:00,403.66666666666663
2022-11-02 08:30:00,403.66666666666663
2022-11-02 08:35:00,405.48
2022-11-02 08:40:00,413.7966666666666
2022-11-02 08:45:00,435.116
2022-11-02 08:50:00,435.116
2022-11-02 08:55:00,447.6466666666667
2022-11-02 09:00:00,449.04799999999994
2022-11-02 09:05:00,439.75999999999993
2022-11-02 09:10:00,439.75999999999993
2022-11-02 09:15:00,450.37
2022-11-02 09:20:00,456.408
2022-11-02 09:25:00,462.0533333333334
2022-11-02 09:30:00,462.0533333333334
2022-11-02 09:35:00,492.09333333333325
2022-11-02 09:40:00,498.9266666666666
2022-11-02 09:45:00,511.26800000000003
2022-11-02 09:50:00,511.26800000000003
2022-11-02 09:55:00,529.4166666666666
2022-11-02 10:00:00,535.26
2022-11-02 10:05:00,539.9
2022-11-02 10:10:00,550.9733333333334
2022-11-02 10:15:00,558.668
2022-11-02 10:20:00,571.8466666666666
2022-11-02 10:25:00,597.0966666666666
2022-11-02 10:30:00,597.0966666666666
2022-11-02 10:35:00,605.7573333333332
2022-11-02 10:40:00,611.3966666666668
2022-11-02 10:45:00,611.3966666666668
2022-11-02 10:50:00,619.877380952381
2022-11-02 10:55:00,607.1077142857143
2022-11-02 11:00:00,597.3566666666668
2022-11-02 11:05:00,613.984
2022-11-02 11:10:00,613.984
2022-11-02 11:15:00,614.5039999999999
2022-11-02 11:20:00,625.9333333333333
2022-11-02 11:25:00,625.9333333333333
2022-11-02 11:30:00,685.5133333333334
2022-11-02 11:35:00,701.336
2022-11-02 11:40:00,703.25
2022-11-02 11:45:00,703.3933333333334
2022-11-02 11:50:00,693.876
2022-11-02 11:55:00,693.4166666666666
2022-11-02 12:00:00,689.024
2022-11-02 12:05:00,689.024
2022-11-02 12:10:00,662.55
2022-11-02 12:15:00,644.04
2022-11-02 12:20:00,648.164
2022-11-02 12:25:00,679.1833333333332
2022-11-02 12:30:00,680.4293333333334
2022-11-02 12:35:00,691.096
2022-11-02 12:40:00,703.5533333333333
2022-11-02 12:45:00,703.5533333333333
2022-11-02 12:50:00,724.48
2022-11-02 12:55:00,736.6833333333333
2022-11-02 13:00:00,742.736
2022-11-02 13:05:00,742.736
2022-11-02 13:10:00,733.0666666666666
2022-11-02 13:15:00,755.2433333333332
2022-11-02 13:20:00,756.7640000000001
2022-11-02 13:25:00,756.7640000000001
2022-11-02 13:30:00,762.3266666666666
2022-11-02 13:35:00,780.46
2022-11-02 13:40:00,763.6666666666667
2022-11-02 13:45:00,763.6666666666667
2022-11-02 13:50:00,752.936
2022-11-02 13:55:00,735.8566666666667
2022-11-02 14:00:00,743.6266666666668
2022-11-02 14:05:00,743.6266666666668
2022-11-02 14:10:00,715.7166666666667
2022-11-02 14:15:00,744.1679999999999
2022-11-02 14:20:00,744.1679999999999
2022-11-02 14:25:00,733.9200000000002
2022-11-02 14:30:00,716.8566666666668
2022-11-02 14:35:00,710.688
2022-11-02 14:40:00,711.1133333333335
2022-11-02 14:45:00,718.4566666666667
2022-11-02 14:50:00,727.9999999999999
2022-11-02 14:55:00,739.24
2022-11-02 15:00:00,739.24
2022-11-02 15:05:00,737.365
2022-11-02 15:10:00,726.33
2022-11-02 15:15:00,743.97
2022-11-02 15:20:00,759.24
2022-11-02 15:25:00,759.3633333333333
2022-11-02 15:30:00,763.1266666666666
2022-11-02 15:35:00,760.512
2022-11-02 15:40:00,760.512
2022-11-02 15:45:00,765.2933333333333
2022-11-02 15:50:00,759.4159999999999
2022-11-02 15:55:00,761.3666666666666
2022-11-02 16:00:00,761.3666666666666
2022-11-02 16:05:00,751.0519999999999
2022-11-02 16:10:00,768.1533333333333
2022-11-02 16:15:00,772.8833333333333
2022-11-02 16:20:00,772.8833333333333
2022-11-02 16:25:00,765.0559999999999
2022-11-02 16:30:00,755.4799999999999
2022-11-02 16:35:00,744.8
2022-11-02 16:40:00,744.8
2022-11-02 16:45:00,743.71
2022-11-02 16:50:00,729.52
2022-11-02 16:55:00,734.8833333333333
2022-11-02 17:00:00,734.8833333333333
2022-11-02 17:05:00,754.3
2022-11-02 17:10:00,749.7733333333333
2022-11-02 17:15:00,761.5199999999999
2022-11-02 17:20:00,761.5199999999999
2022-11-02 17:25:00,763.6433333333333
2022-11-02 17:30:00,764.9833333333332
2022-11-02 17:35:00,761.628
2022-11-02 17:40:00,750.91
2022-11-02 17:45:00,747.5866666666666
2022-11-02 17:50:00,745.948
2022-11-02 17:55:00,740.7566666666668
2022-11-02 18:00:00,740.7566666666668
2022-11-02 18:05:00,736.9399999999999
2022-11-02 18:10:00,727.2466666666667
2022-11-02 18:15:00,727.2466666666667
2022-11-02 18:20:00,723.188
2022-11-02 18:25:00,715.6233333333333
2022-11-02 18:30:00,710.6200000000001
2022-11-02 18:35:00,707.616
2022-11-02 18:40:00,707.616
2022-11-02 18:45:00,697.804
2022-11-02 18:50:00,696.3166666666667
2022-11-02 18:55:00,696.3166666666667
2022-11-02 19:00:00,687.71
2022-11-02 19:05:00,684.72
2022-11-02 19:10:00,674.1733333333334
2022-11-02 19:15:00,665.13
2022-11-02 19:20:00,662.4480000000001
2022-11-02 19:25:00,657.2533333333333
2022-11-02 19:30:00,654.6599999999999
2022-11-02 19:35:00,654.6599999999999
2022-11-02 19:40:00,650.2466666666667
2022-11-02 19:45:00,643.7099999999999
2022-11-02 19:50:00,638.1800000000001
2022-11-02 19:55:00,630.9533333333333
2022-11-02 20:00:00,623.9166666666666
2022-11-02 20:05:00,616.9959999999999
2022-11-02 20:10:00,610.3000000000001
2022-11-02 20:15:00,610.3000000000001
2022-11-02 20:20:00,602.528
2022-11-02 20:25:00,594.4933333333335
2022-11-02 20:30:00,582.5360000000001
2022-11-02 20:35:00,582.5360000000001
2022-11-02 20:40:00,576.3733333333333
2022-11-02 20:45:00,569.0866666666666
2022-11-02 20:50:00,563.932
2022-11-02 20:55:00,563.932
2022-11-02 21:00:00,552.4599999999999
2022-11-02 21:05:00,542.6833333333333
2022-11-02 21:10:00,535.3533333333332
2022-11-02 21:15:00,535.3533333333332
2022-11-02 21:20:00,528.7520000000001
2022-11-02 21:25:00,524.0600000000001
2022-11-02 21:30:00,517.8966666666666
2022-11-02 21:35:00,517.8966666666666
2022-11-02 21:40:00,505.39
2022-11-02 21:45:00,499.56000000000006
2022-11-02 21:50:00,493.65
2022-11-02 21:55:00,493.65
2022-11-02 22:00:00,487.95333333333326
2022-11-02 22:05:00,482.18799999999993
2022-11-02 22:10:00,477.92666666666673
2022-11-02 22:15:00,473.2166666666667
2022-11-02 22:20:00,468.03600000000006
2022-11-02 22:25:00,463.2866666666667
2022-11-02 22:30:00,463.2866666666667
2022-11-02 22:35:00,457.70799999999997
2022-11-02 22:40:00,452.91999999999996
2022-11-02 22:45:00,447.75666666666666
2022-11-02 22:50:00,442.1800000000001
2022-11-02 22:55:00,437.88
2022-11-02 23:00:00,433.1033333333333
2022-11-02 23:05:00,428.02
2022-11-02 23:10:00,428.02
2022-11-02 23:15:00,423.2533333333333
2022-11-02 23:20:00,418.12
2022-11-02 23:25:00,408.70666666666665
2022-11-02 23:30:00,408.70666666666665
2022-11-02 23:35:00,404.78400000000005
2022-11-02 23:40:00,400.22333333333336
2022-11-02 23:45:00,395.54333333333335
2022-11-02 23:50:00,395.54333333333335
2022-11-02 23:55:00,391.6240000000001
2022-11-03 00:00:00,383.764
2022-11-03 00:05:00,379.42999999999995
2022-11-03 00:10:00,379.42999999999995
2022-11-03 00:15:00,375.5566666666667
2022-11-03 00:20:00,370.82
2022-11-03 00:25:00,367.72333333333336
2022-11-03 00:30:00,367.72333333333336
2022-11-03 00:35:00,360.01200000000006
2022-11-03 00:40:00,355.99999999999994
2022-11-03 00:45:00,351.884
2022-11-03 00:50:00,351.884
2022-11-03 00:55:00,348.36
2022-11-03 01:00:00,344.4166666666667
2022-11-03 01:05:00,341.428
2022-11-03 01:10:00,337.49
2022-11-03 01:15:00,333.48333333333335
2022-11-03 01:20:00,330.13199999999995
2022-11-03 01:25:00,325.60333333333335
2022-11-03 01:30:00,325.60333333333335
2022-11-03 01:35:00,322.54
2022-11-03 01:40:00,319.74666666666667
2022-11-03 01:45:00,315.4166666666667
2022-11-03 01:50:00,313.23199999999997
2022-11-03 01:55:00,310.2166666666666
2022-11-03 02:00:00,306.5
2022-11-03 02:05:00,302.788
2022-11-03 02:10:00,302.788
2022-11-03 02:15:00,297.132
2022-11-03 02:20:00,294.32000000000005
2022-11-03 02:25:00,294.32000000000005
2022-11-03 02:30:00,291.0966666666667
2022-11-03 02:35:00,287.93199999999996
2022-11-03 02:40:00,284.4466666666666
2022-11-03 02:45:00,281.4033333333333
2022-11-03 02:50:00,278.952
2022-11-03 02:55:00,276.4
2022-11-03 03:00:00,273.71999999999997
2022-11-03 03:05:00,273.71999999999997
2022-11-03 03:10:00,270.77
2022-11-03 03:15:00,267.91999999999996
2022-11-03 03:20:00,265.488
2022-11-03 03:25:00,262.7966666666667
2022-11-03 03:30:00,260.47333333333336
2022-11-03 03:35:00,257.692
2022-11-03 03:40:00,255.14666666666668
2022-11-03 03:45:00,255.14666666666668
2022-11-03 03:50:00,252.06800000000004
2022-11-03 03:55:00,250.2266666666667
2022-11-03 04:00:00,245.16000000000003
2022-11-03 04:05:00,245.16000000000003
2022-11-03 04:10:00,242.67999999999998
2022-11-03 04:15:00,240.28000000000003
2022-11-03 04:20:00,237.18400000000003
2022-11-03 04:25:00,237.18400000000003
2022-11-03 04:30:00,234.52000000000004
2022-11-03 04:35:00,229.7866666666667
2022-11-03 04:40:00,227.79333333333335
2022-11-03 04:45:00,227.79333333333335
2022-11-03 04:50:00,225.796
2022-11-03 04:55:00,222.9833333333333
2022-11-03 05:00:00,219.67
2022-11-03 05:05:00,219.67
2022-11-03 05:10:00,212.82666666666665
2022-11-03 05:15:00,209.02799999999996
2022-11-03 05:20:00,206.34666666666666
2022-11-03 05:25:00,206.34666666666666
2022-11-03 05:30:00,203.8
2022-11-03 05:35:00,199.79500000000002
2022-11-03 05:40:00,199.41000000000003
2022-11-03 05:45:00,196.25333333333333
2022-11-03 05:50:00,195.86399999999998
2022-11-03 05:55:00,193.42333333333335
2022-11-03 06:00:00,193.42333333333335
2022-11-03 06:05:00,191.612
2022-11-03 06:10:00,188.64333333333332
2022-11-03 06:15:00,186.46666666666664
2022-11-03 06:20:00,184.964
2022-11-03 06:25:00,182.98000000000002
2022-11-03 06:30:00,181.2766666666667
2022-11-03 06:35:00,179.9
2022-11-03 06:40:00,179.9
2022-11-03 06:45:00,176.88
2022-11-03 06:50:00,174.4
2022-11-03 06:55:00,172.18
2022-11-03 07:00:00,172.18
2022-11-03 07:05:00,170.536
2022-11-03 07:10:00,168.28666666666666
2022-11-03 07:15:00,166.37666666666667
2022-11-03 07:20:00,166.37666666666667
2022-11-03 07:25:00,163.816
2022-11-03 07:30:00,161.848
2022-11-03 07:35:00,160.11
2022-11-03 07:40:00,160.11
2022-11-03 07:45:00,158.68333333333334
2022-11-03 07:50:00,154.772
2022-11-03 07:55:00,153.68666666666667
2022-11-03 08:00:00,153.68666666666667
2022-11-03 08:05:00,153.024
2022-11-03 08:10:00,151.72666666666666
2022-11-03 08:15:00,148.64
2022-11-03 08:20:00,148.64
2022-11-03 08:25:00,146.33333333333334
2022-11-03 08:30:00,146.95333333333332
2022-11-03 08:35:00,146.56
2022-11-03 08:40:00,144.81666666666666
