02.11.2022,10:53:05,90.5,75.9,338.1,77.8
02.11.2022,10:53:05,90.7,75.6,335.2,77.2
02.11.2022,10:53:05,92.6,76.6,343.1,78.0
02.11.2022,10:57:27,91.7,75.9,348.2,77.1
02.11.2022,10:57:27,93.7,76.1,355.1,76.6
02.11.2022,10:57:27,92.4,75.4,350.5,76.4
02.11.2022,10:57:27,92.2,75.2,355.4,77.1
02.11.2022,10:57:27,93.1,75.4,358.7,77.2
02.11.2022,10:57:27,94.7,76.8,359.4,77.9
02.11.2022,11:01:49,93.7,75.8,362.1,77.7
02.11.2022,11:01:49,92.8,75.3,362.6,77.3
02.11.2022,11:01:49,92.8,74.8,365.2,77.1
02.11.2022,11:01:49,92.9,74.5,366.1,77.1
02.11.2022,11:01:49,92.7,74.2,368.1,77.1
02.11.2022,11:01:49,96.1,75.6,366.1,77.4
02.11.2022,11:10:33,95.5,75.4,371.0,77.4
02.11.2022,11:10:33,96.4,75.9,372.7,77.7
02.11.2022,11:10:33,96.1,75.9,374.4,77.7
02.11.2022,11:10:33,95.6,75.6,374.4,77.7
02.11.2022,11:10:33,94.9,75.0,373.9,77.7
02.11.2022,11:14:56,96.0,74.7,377.3,77.6
02.11.2022,11:14:56,95.2,74.3,378.7,77.6
02.11.2022,11:14:56,95.2,74.1,380.6,77.4
02.11.2022,11:14:56,95.7,74.0,382.6,77.4
02.11.2022,11:14:56,96.3,73.8,384.9,77.2
02.11.2022,11:14:56,96.1,73.5,385.8,77.1
02.11.2022,11:19:18,96.2,73.4,388.1,77.0
02.11.2022,11:19:18,96.5,73.2,389.2,77.1
02.11.2022,11:19:18,99.8,73.9,393.3,77.3
02.11.2022,11:19:18,99.2,73.6,393.8,77.4
02.11.2022,11:19:18,98.0,73.2,394.1,77.2
02.11.2022,11:28:02,97.7,72.9,395.1,77.2
02.11.2022,11:28:02,97.6,72.6,396.0,77.1
02.11.2022,11:28:02,97.4,72.5,396.6,77.1
02.11.2022,11:28:02,97.4,72.3,398.3,76.9
02.11.2022,11:28:02,98.6,72.4,399.8,76.9
02.11.2022,11:28:02,100.8,73.1,404.7,77.2
02.11.2022,11:32:24,104.7,71.1,419.2,76.3
02.11.2022,11:32:24,100.4,71.5,422.2,75.6
02.11.2022,11:32:24,99.8,71.6,422.6,75.3
02.11.2022,11:32:24,99.6,71.9,418.1,75.9
02.11.2022,11:32:24,99.1,72.1,421.3,75.7
02.11.2022,11:32:24,99.3,72.1,421.4,75.7
02.11.2022,11:36:46,100.0,72.1,423.2,75.8
02.11.2022,11:36:46,99.5,72.0,424.4,75.8
02.11.2022,11:36:46,100.2,71.6,430.6,75.4
02.11.2022,11:36:46,100.3,70.4,433.3,74.8
02.11.2022,11:36:46,100.1,69.9,436.7,74.6
02.11.2022,11:41:08,104.8,69.7,437.1,74.9
02.11.2022,11:41:08,101.4,68.8,440.7,74.4
02.11.2022,11:41:08,100.7,67.8,440.6,73.9
02.11.2022,11:41:08,101.9,66.8,442.4,73.8
02.11.2022,11:41:08,102.8,67.3,445.2,73.8
02.11.2022,11:41:08,105.9,65.6,449.3,73.8
02.11.2022,11:49:53,103.4,65.0,450.2,73.4
02.11.2022,11:49:53,103.8,64.5,453.7,73.2
02.11.2022,11:49:53,103.5,63.9,454.9,73.2
02.11.2022,11:49:53,101.2,63.6,455.2,72.7
02.11.2022,11:49:53,101.1,63.5,454.2,72.4
02.11.2022,11:49:53,105.1,63.0,458.2,72.7
02.11.2022,11:54:15,108.0,61.8,461.8,73.1
02.11.2022,11:54:15,109.4,62.6,464.6,73.3
02.11.2022,11:54:15,106.6,62.4,464.7,72.7
02.11.2022,11:54:15,107.7,61.7,467.6,72.8
02.11.2022,11:54:15,109.2,63.3,468.2,73.0
02.11.2022,11:58:37,105.9,63.1,467.5,72.9
02.11.2022,11:58:37,110.0,62.1,471.0,73.3
02.11.2022,11:58:37,105.8,62.5,470.8,72.4
02.11.2022,11:58:37,104.1,62.5,469.8,72.1
02.11.2022,11:58:37,103.8,61.2,469.1,71.7
02.11.2022,11:58:37,103.4,60.6,470.7,71.6
02.11.2022,12:07:21,103.1,61.0,472.6,71.6
02.11.2022,12:07:21,102.7,61.0,470.2,71.6
02.11.2022,12:07:21,106.8,61.6,473.7,72.2
02.11.2022,12:07:21,105.4,61.8,474.7,72.2
02.11.2022,12:07:21,104.5,60.1,470.1,71.5
02.11.2022,12:11:44,104.9,59.3,472.2,71.4
02.11.2022,12:11:44,104.4,59.6,476.4,71.0
02.11.2022,12:11:44,107.3,60.7,478.8,71.8
02.11.2022,12:11:44,108.1,61.2,480.4,71.8
02.11.2022,12:11:44,106.0,60.4,481.6,71.3
02.11.2022,12:11:44,105.7,60.1,482.2,71.3
02.11.2022,12:16:06,104.1,59.5,483.1,70.8
02.11.2022,12:16:06,106.2,60.6,485.2,71.2
02.11.2022,12:16:06,106.1,60.9,486.7,71.1
02.11.2022,12:16:06,106.3,60.4,488.4,71.2
02.11.2022,12:16:06,105.6,60.9,489.1,71.2
02.11.2022,12:16:06,105.5,61.1,489.2,71.2
02.11.2022,12:20:28,105.6,61.4,489.5,71.4
02.11.2022,12:20:28,108.6,62.1,491.7,71.6
02.11.2022,12:20:28,107.0,62.1,492.5,71.6
02.11.2022,12:20:28,106.9,62.1,494.2,71.7
02.11.2022,12:20:28,108.1,61.4,494.8,71.8
02.11.2022,12:29:12,107.4,61.4,495.6,71.6
02.11.2022,12:29:12,108.3,61.4,496.2,71.7
02.11.2022,12:29:12,107.1,60.6,496.8,71.4
02.11.2022,12:29:12,109.1,60.2,497.5,71.4
02.11.2022,12:29:12,109.3,60.6,497.2,71.2
02.11.2022,12:29:12,109.7,61.0,498.4,71.5
02.11.2022,12:33:34,112.1,60.8,500.0,71.8
02.11.2022,12:33:34,111.0,62.6,500.8,72.6
02.11.2022,12:33:34,112.3,63.4,502.2,73.1
02.11.2022,12:33:34,112.2,63.9,501.8,72.9
02.11.2022,12:33:34,112.6,66.0,502.9,74.1
02.11.2022,12:33:34,114.8,64.1,504.2,73.7
