02.11.2022,10:53:05,408.2,120.9,75.1,629.3
02.11.2022,10:53:05,411.0,121.3,74.9,631.8
02.11.2022,10:53:05,412.5,124.1,75.3,631.2
02.11.2022,10:57:27,414.3,123.1,75.2,630.3
02.11.2022,10:57:27,418.3,123.1,75.2,628.8
02.11.2022,10:57:27,422.4,123.2,75.0,633.3
02.11.2022,10:57:27,422.2,127.3,76.0,634.5
02.11.2022,10:57:27,422.0,128.8,76.6,635.4
02.11.2022,10:57:27,422.1,130.5,76.8,636.6
02.11.2022,11:01:49,422.8,129.3,76.8,636.7
02.11.2022,11:01:49,423.4,128.6,76.7,636.7
02.11.2022,11:01:49,424.6,126.7,76.0,635.7
02.11.2022,11:01:49,426.8,126.9,75.6,635.4
02.11.2022,11:01:49,428.1,131.2,76.4,636.7
02.11.2022,11:01:49,429.4,134.1,77.1,639.6
02.11.2022,11:10:33,431.4,133.8,77.1,639.9
02.11.2022,11:10:33,432.6,136.7,77.9,640.9
02.11.2022,11:10:33,433.7,136.8,77.7,641.4
02.11.2022,11:10:33,434.8,134.8,77.8,641.2
02.11.2022,11:10:33,438.7,132.6,77.2,642.2
02.11.2022,11:14:56,442.1,133.3,76.7,644.4
02.11.2022,11:14:56,443.1,131.7,76.4,644.4
02.11.2022,11:14:56,444.2,134.0,76.1,645.0
02.11.2022,11:14:56,447.7,133.6,75.8,646.7
02.11.2022,11:14:56,451.3,133.9,75.7,648.3
02.11.2022,11:14:56,452.1,135.1,75.7,650.4
02.11.2022,11:19:18,455.0,133.7,75.8,651.1
02.11.2022,11:19:18,454.9,137.6,75.9,653.7
02.11.2022,11:19:18,459.8,138.1,76.1,655.7
02.11.2022,11:19:18,464.3,136.9,75.9,659.1
02.11.2022,11:19:18,465.9,138.7,75.7,661.1
02.11.2022,11:28:02,467.5,138.1,75.6,662.8
02.11.2022,11:28:02,468.2,141.2,75.9,664.0
02.11.2022,11:28:02,470.1,140.8,75.9,664.1
02.11.2022,11:28:02,472.6,142.9,75.8,664.5
02.11.2022,11:28:02,474.0,143.9,76.2,665.1
02.11.2022,11:28:02,477.6,143.0,76.3,666.3
02.11.2022,11:32:24,489.2,131.5,76.3,660.9
