02.11.2022,08:20:10,85.7,68.0,62.0,275.1
02.11.2022,08:20:10,88.2,68.9,61.9,279.5
02.11.2022,08:20:10,90.1,69.4,61.9,283.4
02.11.2022,08:24:32,90.9,69.7,62.3,283.8
02.11.2022,08:24:32,90.5,69.5,63.0,284.5
02.11.2022,08:24:32,91.3,69.4,63.7,289.0
02.11.2022,08:24:32,92.1,69.7,63.6,290.2
02.11.2022,08:24:32,94.4,70.6,63.5,291.2
02.11.2022,08:24:32,96.3,70.9,63.8,294.6
02.11.2022,08:33:16,94.7,70.5,66.7,296.6
02.11.2022,08:33:16,95.9,70.3,65.7,296.7
02.11.2022,08:33:16,97.8,70.8,65.1,298.3
02.11.2022,08:33:16,99.6,71.1,65.1,301.2
02.11.2022,08:33:16,100.7,71.1,65.6,301.9
02.11.2022,08:33:16,98.6,69.9,66.8,305.4
02.11.2022,08:37:38,98.7,69.5,66.2,309.4
02.11.2022,08:37:38,100.8,69.9,65.9,313.9
02.11.2022,08:37:38,103.4,70.5,65.9,318.4
02.11.2022,08:37:38,103.7,69.7,65.9,318.4
02.11.2022,08:37:38,103.7,68.9,66.3,320.3
02.11.2022,08:42:01,105.4,69.4,66.1,322.6
02.11.2022,08:42:01,107.8,69.1,66.2,326.4
02.11.2022,08:42:01,110.2,70.2,66.6,331.9
02.11.2022,08:42:01,112.1,69.6,66.5,337.3
02.11.2022,08:42:01,113.3,69.5,66.6,340.2
02.11.2022,08:42:01,115.8,70.8,66.8,343.1
02.11.2022,08:50:45,116.3,71.5,66.8,343.6
02.11.2022,08:50:45,114.5,73.4,67.6,351.4
02.11.2022,08:50:45,114.9,73.3,68.1,351.5
02.11.2022,08:50:45,114.4,74.3,69.3,355.8
02.11.2022,08:50:45,114.7,75.5,68.9,358.1
02.11.2022,08:55:07,115.7,74.4,69.6,358.8
02.11.2022,08:55:07,116.6,72.2,70.1,363.2
02.11.2022,08:55:07,117.9,72.9,70.6,363.9
02.11.2022,08:55:07,120.1,71.0,70.3,369.2
02.11.2022,08:55:07,121.6,70.7,70.2,371.6
02.11.2022,08:55:07,122.4,71.2,70.1,372.9
02.11.2022,08:59:29,123.5,70.8,70.1,375.4
02.11.2022,08:59:29,124.1,68.9,70.1,378.3
02.11.2022,08:59:29,129.0,70.8,69.8,383.0
02.11.2022,08:59:29,132.1,73.6,70.1,382.1
02.11.2022,08:59:29,132.3,70.7,70.7,387.9
02.11.2022,08:59:29,134.3,73.1,70.7,394.4
02.11.2022,09:03:51,136.1,73.6,71.3,397.2
02.11.2022,09:03:51,138.2,72.9,71.4,405.9
02.11.2022,09:03:51,141.1,73.9,71.5,409.2
02.11.2022,09:03:51,143.5,75.5,71.5,409.2
02.11.2022,09:03:51,145.1,75.4,71.9,410.1
02.11.2022,09:12:36,147.1,75.6,72.2,415.9
02.11.2022,09:12:36,149.1,76.1,72.4,416.9
02.11.2022,09:12:36,150.8,77.0,72.8,419.9
02.11.2022,09:12:36,152.7,78.4,73.3,420.6
02.11.2022,09:12:36,154.3,77.2,74.1,424.2
02.11.2022,09:12:36,156.7,79.4,74.1,427.6
02.11.2022,09:16:58,158.9,77.3,74.3,432.3
02.11.2022,09:16:58,160.9,79.1,74.6,432.9
02.11.2022,09:16:58,162.7,78.4,75.4,437.3
02.11.2022,09:16:58,164.7,79.5,75.3,439.1
02.11.2022,09:16:58,165.0,78.7,74.9,435.4
02.11.2022,09:16:58,166.3,81.3,75.3,437.4
02.11.2022,09:21:20,168.1,80.4,76.3,442.6
02.11.2022,09:21:20,170.1,80.4,76.4,446.3
02.11.2022,09:21:20,172.2,79.6,76.1,450.3
02.11.2022,09:21:20,174.4,82.1,76.3,449.5
02.11.2022,09:21:20,176.3,80.8,76.7,453.8
02.11.2022,09:30:04,178.7,80.6,76.4,456.9
02.11.2022,09:30:04,180.7,83.1,76.5,456.0
02.11.2022,09:30:04,182.3,81.4,76.7,459.5
02.11.2022,09:30:04,184.6,80.9,76.5,463.0
02.11.2022,09:30:04,187.0,82.3,76.1,464.5
02.11.2022,09:30:04,189.0,81.3,76.4,467.5
02.11.2022,09:34:26,191.2,80.6,75.7,470.7
02.11.2022,09:34:26,193.9,80.6,75.1,474.8
02.11.2022,09:34:26,196.3,81.2,75.2,477.6
02.11.2022,09:34:26,199.1,80.6,74.8,481.4
02.11.2022,09:34:26,202.1,79.9,74.6,484.3
02.11.2022,09:38:48,204.7,81.5,73.8,486.4
02.11.2022,09:38:48,207.1,81.7,74.1,487.4
02.11.2022,09:38:48,210.2,81.2,73.3,491.3
02.11.2022,09:38:48,213.3,80.7,72.9,493.0
02.11.2022,09:38:48,216.2,81.3,73.0,496.4
02.11.2022,09:38:48,219.2,83.8,73.4,496.9
02.11.2022,09:43:11,221.6,86.1,74.5,495.6
02.11.2022,09:43:11,223.6,87.5,75.0,496.7
02.11.2022,09:43:11,225.7,87.2,75.1,499.0
02.11.2022,09:43:11,228.7,85.6,74.7,505.7
02.11.2022,09:43:11,231.4,87.4,74.7,504.2
02.11.2022,09:43:11,233.8,87.9,74.9,507.2
02.11.2022,09:51:55,235.7,88.6,75.2,508.3
02.11.2022,09:51:55,238.3,89.8,74.9,511.3
02.11.2022,09:51:55,240.8,89.8,75.1,512.3
02.11.2022,09:51:55,243.8,89.9,74.7,517.4
02.11.2022,09:51:55,246.1,91.4,75.1,516.3
02.11.2022,09:56:17,249.1,92.8,74.9,523.0
02.11.2022,09:56:17,251.8,92.9,74.9,522.9
02.11.2022,09:56:17,253.6,94.1,75.3,522.9
02.11.2022,09:56:17,255.6,93.8,75.4,524.5
02.11.2022,09:56:17,257.4,94.3,75.6,524.9
02.11.2022,09:56:17,259.2,93.1,75.7,525.4
02.11.2022,10:00:39,261.3,92.8,75.4,529.9
02.11.2022,10:00:39,264.3,93.8,74.8,535.7
02.11.2022,10:00:39,268.5,95.2,74.4,538.9
02.11.2022,10:00:39,269.9,94.9,74.8,538.9
02.11.2022,10:00:39,273.1,95.7,74.7,546.0
02.11.2022,10:00:39,275.7,95.2,74.6,546.2
02.11.2022,10:09:23,277.7,96.0,74.4,545.7
02.11.2022,10:09:23,280.0,95.3,74.3,545.7
02.11.2022,10:09:23,282.4,95.4,74.2,547.4
02.11.2022,10:09:23,284.7,96.6,74.3,551.2
02.11.2022,10:09:23,287.1,99.0,74.7,554.8
02.11.2022,10:13:46,289.5,98.5,74.6,556.1
02.11.2022,10:13:46,292.5,100.7,74.7,560.4
02.11.2022,10:13:46,294.7,101.8,75.1,561.9
02.11.2022,10:13:46,299.8,101.4,74.1,570.2
02.11.2022,10:13:46,302.1,101.3,74.6,569.9
02.11.2022,10:13:46,303.4,102.4,75.1,569.4
02.11.2022,10:18:08,305.0,102.6,75.2,570.0
02.11.2022,10:18:08,307.2,103.8,75.2,572.8
02.11.2022,10:18:08,311.0,102.1,74.5,574.8
02.11.2022,10:18:08,313.1,104.1,74.7,573.8
02.11.2022,10:18:08,315.3,103.0,74.3,572.9
02.11.2022,10:22:30,317.7,103.2,74.2,573.9
02.11.2022,10:22:30,319.7,105.9,74.8,576.8
02.11.2022,10:22:30,322.2,106.4,74.7,580.1
02.11.2022,10:22:30,325.3,106.6,74.6,582.8
02.11.2022,10:22:30,328.3,107.4,74.8,584.7
02.11.2022,10:22:30,333.4,109.0,74.4,588.4
02.11.2022,10:31:14,338.6,108.8,73.9,589.3
02.11.2022,10:31:14,340.6,110.6,74.3,591.1
02.11.2022,10:31:14,343.1,112.3,74.3,591.5
02.11.2022,10:31:14,344.6,113.0,74.7,591.9
02.11.2022,10:31:14,345.8,112.6,75.0,593.4
02.11.2022,10:31:14,348.2,114.0,74.7,596.0
02.11.2022,10:35:36,351.3,112.6,74.6,596.4
02.11.2022,10:35:36,353.5,111.9,74.6,598.5
02.11.2022,10:35:36,357.5,112.5,74.4,601.7
02.11.2022,10:35:36,360.8,113.1,74.4,603.9
02.11.2022,10:35:36,362.7,111.4,74.4,604.3
02.11.2022,10:39:58,364.9,110.1,74.4,604.2
02.11.2022,10:39:58,366.1,112.4,74.9,608.7
02.11.2022,10:39:58,367.9,110.8,74.8,613.3
02.11.2022,10:39:58,370.2,113.9,75.3,613.2
02.11.2022,10:39:58,371.8,112.1,75.0,612.7
02.11.2022,10:39:58,373.1,112.9,75.2,612.7
02.11.2022,10:48:43,374.7,113.6,75.3,611.1
02.11.2022,10:48:43,376.2,111.2,74.5,605.3
02.11.2022,10:48:43,378.2,114.7,74.9,607.3
02.11.2022,10:48:43,379.7,114.9,75.1,610.3
02.11.2022,10:48:43,381.4,116.0,75.9,615.3
02.11.2022,10:48:43,383.6,115.5,75.2,616.8
02.11.2022,10:53:05,385.4,118.2,75.8,616.8
02.11.2022,10:53:05,388.8,117.8,75.4,621.6
02.11.2022,10:53:05,391.6,117.4,75.2,622.3
02.11.2022,10:53:05,395.7,121.8,75.7,623.8
02.11.2022,10:53:05,401.7,120.0,75.2,627.6
02.11.2022,10:57:27,405.3,119.4,75.0,629.0
02.11.2022,10:57:27,408.2,121.1,75.1,629.3
